subjID,run,trial,phase,oriRef,oriJitt,oriFinal,oriRespInit,oriRespFinal,error,points,rt,outoftime,iti,oriRef2,oriFinal2,oriRespFinal2,oriFinal3,oriRespFinal3
2,1,111,2,3,1,91,76,88,3,94,1.33381958401878,,0.2,90,91,88,1,-2
2,1,112,9,1,-6,174,58,159,15,70,2.21401409502141,,0.2,0,-6,-21,-6,-21
2,1,113,4,3,-7,83,62,80,3,94,1.14874608599348,,0.2,90,83,80,-7,-10
2,1,114,5,3,1,91,52,91,0,100,2.03230350499507,,0.2,90,91,91,1,1
2,1,115,2,4,-6,129,100,115,14,72,0.930383833008818,,0.2,135,129,115,-6,-20
2,1,116,1,2,6,51,148,56,-5,90,3.13087879298837,,0.2,45,51,56,6,11
2,1,117,3,2,3,48,150,39,9,82,2.33087980700657,,0.2,45,48,39,3,-6
2,1,118,3,4,0,135,120,139,-4,92,0.783111880999058,,0.2,135,135,139,0,4
2,1,119,3,4,-5,130,3,136,-6,88,1.74707458401099,,0.2,135,130,136,-5,1
2,1,120,10,1,-5,175,44,177,-2,96,2.51502301299479,,0.2,0,-5,-3,-5,-3
2,1,121,7,3,8,98,53,100,-2,96,3.18035508299363,,0.2,90,98,100,8,10
2,1,122,9,1,-5,175,18,178,-3,94,2.82759178199922,,0.2,0,-5,-2,-5,-2
2,1,123,7,2,10,55,44,54,1,98,1.23285895201843,,0.2,45,55,54,10,9
2,1,124,7,3,3,93,142,95,-2,96,2.36505044001387,,0.2,90,93,95,3,5
